h3,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
891e15b0183ffff,0,0,0,0,0,0,0,0,0,0
891e15b0187ffff,0,0,0,0,0,0,0,0,0,0
891e15b018bffff,0,0,0,0,0,0,0,0,0,0
891e15b018fffff,0,0,0,0,0,0,0,0,0,0
891e15b0193ffff,0,0,0,0,0,0,0,0,0,0
891e15b0197ffff,0,0,0,0,0,0,0,0,0,0
891e15b019bffff,0,0,0,0,0,0,0,0,0,0
891e15b01a3ffff,0,0,0,0,0,0,0,0,0,0
891e15b01a7ffff,0,0,0,0,0,0,0,0,0,0
891e15b01abffff,0,0,0,0,0,0,0,0,0,0
891e15b01afffff,0,0,0,0,0,0,0,0,0,0
891e15b01b3ffff,0,0,0,0,0,0,0,0,0,0
891e15b01b7ffff,0,0,0,0,0,0,0,0,0,0
891e15b01bbffff,0,0,0,0,0,0,0,0,0,0
891e15b01c7ffff,0,0,0,0,0,0,0,0,0,0
891e15b01cfffff,0,0,0,0,0,0,0,0,0,0
891e15b0303ffff,0,0,0,0,0,0,0,0,0,0
891e15b0307ffff,0,0,0,0,0,0,0,0,0,0
891e15b030bffff,0,0,0,0,0,0,0,0,0,0
891e15b030fffff,0,0,0,0,0,0,0,0,0,0
891e15b0313ffff,0,0,0,0,0,0,0,0,0,0
891e15b0317ffff,0,0,0,0,0,0,0,0,0,0
891e15b031bffff,0,0,0,0,0,0,0,0,0,0
891e15b0323ffff,0,0,0,0,0,0,0,0,0,0
891e15b0327ffff,0,0,0,0,0,0,0,0,0,0
891e15b032bffff,0,0,0,0,0,0,0,0,0,0
891e15b032fffff,0,0,0,0,0,0,0,0,0,0
891e15b0333ffff,0,0,0,0,0,0,0,0,0,0
891e15b0337ffff,0,0,0,0,0,0,0,0,0,0
891e15b033bffff,0,0,0,0,0,0,0,0,0,0
891e15b0363ffff,0,0,0,0,0,0,0,0,0,0
891e15b0367ffff,0,0,0,0,0,0,0,0,0,0
891e15b036fffff,0,0,0,0,0,0,0,0,0,0
891e15b0373ffff,0,0,0,0,0,0,0,0,0,0
891e15b0377ffff,0,0,0,0,0,0,0,0,0,0
891e15b0383ffff,0,0,0,0,0,0,0,0,0,0
891e15b0387ffff,0,0,0,0,0,0,0,0,0,0
891e15b038bffff,0,0,0,0,0,0,0,0,0,0
891e15b038fffff,0,0,0,0,0,0,0,0,0,0
891e15b0397ffff,0,0,0,0,0,0,0,0,0,0
891e15b03a3ffff,0,0,0,0,0,0,0,0,0,0
891e15b03a7ffff,0,0,0,0,0,0,0,0,0,0
891e15b03abffff,0,0,0,0,0,0,0,0,0,0
891e15b03afffff,0,0,0,0,0,0,0,0,0,0
891e15b03b3ffff,0,0,0,0,0,0,0,0,0,0
891e15b03b7ffff,0,0,0,0,0,0,0,0,0,0
891e15b03bbffff,0,0,0,0,0,0,0,0,0,0
891e15b03c7ffff,0,0,0,0,0,0,0,0,0,0
891e15b03cfffff,0,0,0,0,0,0,0,0,0,0
891e15b0523ffff,0,0,0,0,0,0,0,0,0,0
891e15b0527ffff,0,0,0,0,0,0,0,0,0,0
891e15b052fffff,0,0,0,0,0,0,0,0,0,0
891e15b0537ffff,0,0,1,1,1,1,1,1,1,2
891e15b05a7ffff,0,0,0,0,0,0,0,0,0,0
891e15b05b3ffff,0,0,0,0,0,0,0,0,0,0
891e15b05b7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0803ffff,0,0,0,0,0,0,0,0,0,0
891e15b0807ffff,0,0,0,0,0,0,0,0,0,0
891e15b080bffff,1,1,1,1,1,1,1,1,1,1
891e15b080fffff,0,0,0,0,0,0,0,0,0,0
891e15b0813ffff,1,0,1,1,0,0,0,0,0,0
891e15b0817ffff,1,0,0,0,0,0,0,0,0,0
891e15b081bffff,0,0,0,0,0,1,1,0,0,0
891e15b0823ffff,0,0,0,0,0,0,0,0,0,0
891e15b0827ffff,0,0,0,1,2,1,1,1,1,1
891e15b082bffff,0,0,0,1,0,0,0,0,0,0
891e15b082fffff,0,0,0,0,0,0,0,0,0,0
891e15b0833ffff,0,0,0,0,0,0,0,0,0,0
891e15b0837ffff,0,1,0,0,0,0,0,0,0,0
891e15b083bffff,0,0,0,0,1,1,1,0,0,0
891e15b0843ffff,0,0,0,0,0,0,0,0,0,0
891e15b0847ffff,0,0,0,0,0,0,0,0,0,0
891e15b084bffff,0,0,0,0,0,0,0,0,0,0
891e15b084fffff,0,0,0,0,0,0,0,0,0,0
891e15b0853ffff,0,0,0,0,0,0,0,0,0,0
891e15b0857ffff,0,0,0,0,0,0,0,0,0,0
891e15b085bffff,0,0,0,0,0,0,0,0,0,0
891e15b0863ffff,0,0,1,0,2,1,1,1,1,1
891e15b0867ffff,1,1,2,2,1,0,0,0,0,0
891e15b086bffff,0,0,1,1,1,2,1,1,2,1
891e15b086fffff,0,0,0,0,0,0,0,0,0,0
891e15b0873ffff,0,0,0,0,0,0,1,1,1,0
891e15b0877ffff,1,1,3,3,2,2,2,1,1,1
891e15b087bffff,0,0,0,0,0,0,0,0,0,1
891e15b0883ffff,0,0,0,0,0,0,0,0,0,0
891e15b0887ffff,1,1,2,1,3,2,1,1,1,0
891e15b088bffff,0,0,0,0,0,0,0,0,0,0
891e15b088fffff,0,0,0,0,0,0,0,1,1,0
891e15b0893ffff,0,0,0,0,0,0,0,0,0,0
891e15b0897ffff,2,1,0,1,0,0,0,0,0,0
891e15b089bffff,0,0,0,0,0,0,0,0,0,0
891e15b08a3ffff,1,1,0,0,0,0,1,2,1,1
891e15b08a7ffff,0,0,0,0,0,1,0,1,1,1
891e15b08abffff,0,0,0,0,0,0,0,0,0,0
891e15b08afffff,0,0,0,0,0,0,0,0,0,0
891e15b08b3ffff,0,1,2,2,1,1,1,2,1,1
891e15b08b7ffff,0,1,1,0,0,0,0,0,0,0
891e15b08bbffff,1,2,4,3,2,2,2,2,3,0
891e15b08c3ffff,0,0,0,0,0,0,0,0,0,0
891e15b08c7ffff,0,0,0,0,0,0,0,0,0,0
891e15b08cbffff,0,0,0,0,0,0,0,0,0,0
891e15b08cfffff,0,0,0,0,0,0,0,0,0,0
891e15b08d3ffff,0,0,0,0,0,0,0,0,0,0
891e15b08d7ffff,0,0,0,0,0,0,0,0,0,0
891e15b08dbffff,0,0,0,0,0,0,0,0,0,0
891e15b0903ffff,0,0,0,0,1,4,3,6,0,0
891e15b0907ffff,1,1,1,0,1,1,0,1,1,1
891e15b090bffff,1,0,2,1,1,1,1,4,2,3
891e15b090fffff,0,0,0,0,1,0,0,1,1,2
891e15b0913ffff,0,0,0,0,0,0,0,0,0,0
891e15b0917ffff,0,0,0,1,1,1,0,0,0,0
891e15b091bffff,0,1,1,1,1,1,1,1,2,1
891e15b0923ffff,0,0,1,1,0,1,2,2,2,1
891e15b0927ffff,2,0,0,0,1,1,1,1,4,4
891e15b092bffff,0,0,0,2,1,1,3,1,1,1
891e15b092fffff,0,0,0,0,1,1,1,2,1,3
891e15b0933ffff,0,0,0,0,0,0,0,0,0,0
891e15b0937ffff,0,0,0,2,1,1,4,3,2,3
891e15b093bffff,2,1,1,1,1,1,1,2,1,1
891e15b0943ffff,0,0,0,0,0,1,0,0,1,0
891e15b0947ffff,0,0,0,0,0,0,0,0,1,1
891e15b094bffff,0,0,1,1,0,0,0,0,0,1
891e15b094fffff,0,0,0,0,0,1,0,0,0,0
891e15b0953ffff,1,2,1,1,1,1,1,2,2,0
891e15b0957ffff,0,0,0,0,0,0,1,1,2,0
891e15b095bffff,1,1,1,1,1,1,1,1,1,0
891e15b0963ffff,0,0,0,0,0,0,0,0,1,1
891e15b0967ffff,0,0,0,1,2,1,1,2,2,1
891e15b096bffff,0,0,0,0,0,0,0,0,0,0
891e15b096fffff,0,0,0,3,3,2,0,0,0,0
891e15b0973ffff,0,0,0,0,0,0,0,0,0,0
891e15b0977ffff,0,0,2,2,2,1,2,2,2,4
891e15b097bffff,0,0,0,0,0,0,0,0,0,0
891e15b0983ffff,0,1,0,0,1,1,1,1,2,1
891e15b0987ffff,1,1,3,5,2,2,1,2,2,1
891e15b098bffff,0,0,0,0,0,0,0,0,0,0
891e15b098fffff,0,0,0,0,0,0,0,0,0,0
891e15b0993ffff,1,2,3,2,2,1,1,2,3,3
891e15b0997ffff,2,3,2,4,6,6,11,12,13,10
891e15b099bffff,1,1,1,1,0,0,1,1,1,0
891e15b09a3ffff,0,0,0,0,0,0,0,0,0,0
891e15b09a7ffff,0,0,0,0,0,0,0,0,0,0
891e15b09abffff,0,0,0,0,0,0,0,0,0,0
891e15b09afffff,0,0,0,0,0,0,0,0,0,0
891e15b09b3ffff,0,0,0,0,0,0,0,0,0,0
891e15b09b7ffff,0,0,0,0,0,0,0,0,0,0
891e15b09bbffff,0,0,0,0,0,0,0,0,0,0
891e15b09c3ffff,1,1,0,1,1,1,1,3,4,4
891e15b09c7ffff,2,2,3,2,1,1,0,0,0,0
891e15b09cbffff,0,2,2,2,3,3,3,2,1,0
891e15b09cfffff,2,2,2,1,2,2,2,3,2,0
891e15b09d3ffff,1,1,2,1,1,2,1,1,1,1
891e15b09d7ffff,1,0,0,1,2,0,0,0,0,0
891e15b09dbffff,0,0,1,0,0,0,0,0,0,0
891e15b0a03ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a07ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a0bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a0fffff,0,0,0,0,0,0,0,0,0,0
891e15b0a13ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a17ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a1bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a23ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a27ffff,1,0,0,0,0,0,0,0,0,0
891e15b0a2bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a2fffff,0,0,0,0,0,0,0,0,0,0
891e15b0a33ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a37ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a3bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a43ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a47ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a4bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a4fffff,0,0,0,0,0,0,0,0,0,0
891e15b0a53ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a57ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a5bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a63ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a67ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a6bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a6fffff,0,0,0,0,0,0,0,0,0,0
891e15b0a73ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a77ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a7bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a83ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a87ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a8bffff,0,0,0,0,0,0,0,0,0,0
891e15b0a8fffff,0,0,0,0,0,0,0,0,0,0
891e15b0a93ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a97ffff,0,0,0,0,0,0,0,0,0,0
891e15b0a9bffff,0,0,0,0,0,0,0,0,0,0
891e15b0aa3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0aa7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0aabffff,0,0,0,0,0,0,0,0,0,0
891e15b0aafffff,0,0,0,0,0,0,0,0,0,0
891e15b0ab3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ab7ffff,0,1,1,2,2,2,2,1,1,0
891e15b0abbffff,0,0,0,0,0,0,0,0,0,0
891e15b0ac3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ac7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0acbffff,0,0,0,0,0,0,0,0,0,0
891e15b0acfffff,0,0,0,0,0,0,0,0,0,0
891e15b0ad3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ad7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0adbffff,0,0,0,0,0,0,0,0,0,0
891e15b0b03ffff,0,0,0,0,0,0,1,1,0,0
891e15b0b07ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b0bffff,0,0,0,0,1,2,2,1,1,2
891e15b0b0fffff,0,0,0,0,0,0,0,0,0,0
891e15b0b13ffff,0,0,1,1,0,0,0,0,0,0
891e15b0b17ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b1bffff,0,0,0,0,0,0,1,0,0,0
891e15b0b23ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b27ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b2bffff,0,0,0,0,0,1,0,0,0,0
891e15b0b2fffff,0,0,0,0,0,0,0,0,1,1
891e15b0b33ffff,0,0,1,1,0,0,4,4,4,4
891e15b0b37ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b3bffff,0,0,1,0,0,0,0,1,1,1
891e15b0b43ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b47ffff,0,0,1,1,0,0,0,0,0,0
891e15b0b4bffff,0,0,0,0,1,0,0,0,0,0
891e15b0b4fffff,0,0,0,0,0,0,0,0,0,0
891e15b0b53ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b57ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b5bffff,0,0,0,0,0,0,0,0,0,0
891e15b0b63ffff,1,1,0,1,1,1,1,1,1,0
891e15b0b67ffff,0,0,0,1,2,0,1,1,1,2
891e15b0b6bffff,0,0,0,0,0,0,0,0,0,0
891e15b0b6fffff,0,0,0,0,0,0,0,1,0,0
891e15b0b73ffff,0,0,0,0,0,0,0,0,1,2
891e15b0b77ffff,0,0,0,0,0,0,0,1,1,1
891e15b0b7bffff,1,2,1,1,0,0,0,0,0,0
891e15b0b83ffff,0,0,0,0,1,1,1,1,1,1
891e15b0b87ffff,0,0,1,1,1,1,0,0,0,0
891e15b0b8bffff,0,0,0,1,0,0,0,0,0,1
891e15b0b8fffff,0,0,0,0,1,1,1,1,1,1
891e15b0b93ffff,0,0,0,0,0,0,0,0,0,0
891e15b0b97ffff,0,1,1,1,1,1,0,0,0,0
891e15b0b9bffff,0,0,0,0,0,0,0,0,0,0
891e15b0ba3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ba7ffff,0,0,0,0,0,0,1,3,0,0
891e15b0babffff,0,0,0,0,0,0,0,0,0,0
891e15b0bafffff,0,0,0,0,0,0,1,1,1,1
891e15b0bb3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0bb7ffff,0,0,0,0,0,1,1,1,1,1
891e15b0bbbffff,0,0,0,0,0,0,0,0,0,0
891e15b0bc3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0bc7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0bcbffff,0,0,0,0,0,1,1,0,0,0
891e15b0bcfffff,0,0,0,0,0,0,0,0,0,0
891e15b0bd3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0bd7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0bdbffff,0,0,0,0,0,0,0,0,0,0
891e15b0c03ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c07ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c0bffff,0,0,0,0,0,0,0,0,0,0
891e15b0c0fffff,0,0,0,0,0,0,0,0,0,0
891e15b0c13ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c17ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c1bffff,0,0,0,0,0,0,0,0,0,0
891e15b0c23ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c27ffff,0,0,0,0,0,0,0,1,1,0
891e15b0c2bffff,0,1,1,0,0,0,0,0,0,0
891e15b0c2fffff,0,0,0,0,0,0,0,0,0,0
891e15b0c33ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c37ffff,0,0,0,0,1,1,0,0,1,0
891e15b0c3bffff,0,0,0,0,0,0,0,0,0,0
891e15b0c43ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c47ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c4bffff,0,0,0,0,0,0,0,0,0,0
891e15b0c4fffff,0,0,0,0,0,0,0,0,0,0
891e15b0c53ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c57ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c5bffff,0,0,0,0,0,0,0,0,0,0
891e15b0c63ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c67ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c6bffff,0,0,0,0,0,0,0,0,0,0
891e15b0c6fffff,0,0,0,0,0,0,0,0,0,0
891e15b0c73ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c77ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c7bffff,0,0,0,0,0,0,0,0,0,0
891e15b0c83ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c87ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c8bffff,0,0,0,0,0,0,0,0,0,0
891e15b0c8fffff,0,0,0,0,0,0,0,0,0,0
891e15b0c93ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c97ffff,0,0,0,0,0,0,0,0,0,0
891e15b0c9bffff,0,0,0,0,0,0,0,0,0,0
891e15b0ca3ffff,0,0,0,0,1,1,1,1,1,1
891e15b0ca7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0cabffff,0,0,0,0,0,0,0,0,0,0
891e15b0cafffff,0,0,0,0,0,1,1,1,1,1
891e15b0cb3ffff,1,0,0,1,1,0,0,0,0,0
891e15b0cb7ffff,1,1,2,1,0,0,1,1,1,1
891e15b0cbbffff,0,0,0,0,0,0,0,0,0,0
891e15b0cc3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0cc7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ccbffff,0,0,0,0,0,0,0,0,0,0
891e15b0ccfffff,0,0,0,0,0,0,0,0,0,0
891e15b0cd3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0cd7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0cdbffff,0,0,0,0,0,0,0,0,0,0
891e15b0d03ffff,1,2,1,2,2,1,3,3,4,1
891e15b0d07ffff,2,0,1,3,4,3,2,4,3,3
891e15b0d0bffff,4,3,3,4,3,3,2,3,2,3
891e15b0d0fffff,2,1,2,2,3,3,3,3,2,2
891e15b0d13ffff,2,2,1,1,0,1,0,1,1,1
891e15b0d17ffff,1,1,3,3,2,2,4,2,3,5
891e15b0d1bffff,6,6,7,7,6,5,5,3,3,3
891e15b0d23ffff,2,1,9,11,11,10,9,9,12,9
891e15b0d27ffff,2,2,9,11,10,11,12,10,10,11
891e15b0d2bffff,0,0,0,0,0,0,0,1,2,1
891e15b0d2fffff,2,3,3,1,3,2,2,2,1,2
891e15b0d33ffff,1,2,2,2,2,1,0,1,1,1
891e15b0d37ffff,3,6,8,6,5,4,5,7,4,5
891e15b0d3bffff,4,4,6,10,5,2,4,2,3,2
891e15b0d43ffff,0,0,0,0,0,0,0,0,1,0
891e15b0d47ffff,1,1,1,0,0,0,0,0,0,0
891e15b0d4bffff,0,1,1,1,1,1,1,1,1,1
891e15b0d4fffff,0,0,0,0,0,0,0,0,0,0
891e15b0d53ffff,1,4,3,0,1,2,3,3,2,2
891e15b0d57ffff,2,2,3,2,5,4,3,1,1,0
891e15b0d5bffff,0,0,0,0,0,0,0,0,0,0
891e15b0d63ffff,0,0,1,1,0,0,0,0,1,1
891e15b0d67ffff,1,1,1,0,0,0,0,0,0,0
891e15b0d6bffff,1,1,0,0,0,0,0,0,0,0
891e15b0d6fffff,1,0,1,1,0,0,1,2,1,0
891e15b0d73ffff,1,2,2,2,1,1,1,2,2,1
891e15b0d77ffff,3,3,4,2,2,2,1,1,1,1
891e15b0d7bffff,0,0,0,0,1,1,1,1,1,1
891e15b0d83ffff,2,1,0,1,2,2,2,4,4,3
891e15b0d87ffff,1,2,2,2,1,1,1,7,2,8
891e15b0d8bffff,3,2,1,1,0,0,0,0,1,1
891e15b0d8fffff,4,4,5,3,2,2,3,8,13,7
891e15b0d93ffff,0,0,0,0,0,0,0,0,0,0
891e15b0d97ffff,1,1,1,0,1,1,1,1,0,0
891e15b0d9bffff,0,0,0,0,0,1,2,1,0,0
891e15b0da3ffff,13,11,11,11,8,7,10,12,14,17
891e15b0da7ffff,3,3,3,3,4,5,4,7,7,3
891e15b0dabffff,1,1,3,4,4,5,5,6,7,2
891e15b0dafffff,0,3,4,4,4,4,5,7,9,5
891e15b0db3ffff,2,2,1,1,0,1,2,2,2,3
891e15b0db7ffff,0,0,0,0,0,1,0,0,1,0
891e15b0dbbffff,2,3,4,4,4,1,2,3,1,5
891e15b0dc3ffff,1,0,0,0,1,1,2,3,1,1
891e15b0dc7ffff,0,0,2,2,1,0,0,0,0,0
891e15b0dcbffff,0,0,0,0,0,1,0,0,0,0
891e15b0dcfffff,4,10,11,13,10,11,14,14,14,12
891e15b0dd3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0dd7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ddbffff,0,0,0,0,1,1,0,0,1,1
891e15b0e03ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e07ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e0bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e0fffff,0,0,0,0,0,0,0,0,0,0
891e15b0e13ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e17ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e1bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e23ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e27ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e2bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e2fffff,0,0,0,0,0,0,0,0,0,0
891e15b0e33ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e37ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e3bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e43ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e47ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e4bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e4fffff,0,0,0,0,0,0,0,0,0,0
891e15b0e53ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e57ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e5bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e63ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e67ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e6bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e6fffff,0,0,0,0,0,0,0,0,0,0
891e15b0e73ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e77ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e7bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e83ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e87ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e8bffff,0,0,0,0,0,0,0,0,0,0
891e15b0e8fffff,0,0,0,0,0,0,0,0,0,0
891e15b0e93ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e97ffff,0,0,0,0,0,0,0,0,0,0
891e15b0e9bffff,0,0,0,0,0,0,0,0,0,0
891e15b0ea3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ea7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0eabffff,0,0,0,0,0,0,0,0,0,0
891e15b0eafffff,0,0,0,0,0,0,0,0,0,0
891e15b0eb3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0eb7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ebbffff,0,0,0,0,0,0,0,0,0,0
891e15b0ec3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ec7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ecbffff,0,0,0,0,0,0,0,0,0,0
891e15b0ecfffff,0,0,0,0,0,0,0,0,0,0
891e15b0ed3ffff,0,0,0,0,0,0,0,0,0,0
891e15b0ed7ffff,0,0,0,0,0,0,0,0,0,0
891e15b0edbffff,0,0,0,0,0,0,0,0,0,0
891e15b1913ffff,0,0,0,0,0,0,0,0,0,0
891e15b1917ffff,0,0,0,0,0,0,0,0,0,0
891e15b1923ffff,0,0,0,0,0,0,0,0,0,0
891e15b1927ffff,0,0,0,0,0,0,0,0,1,1
891e15b1933ffff,0,0,0,0,0,0,0,0,0,0
891e15b1937ffff,0,0,0,0,1,0,1,1,1,1
891e15b1947ffff,0,0,0,0,0,0,0,0,0,0
891e15b194bffff,0,0,0,0,0,0,0,0,0,0
891e15b194fffff,0,0,0,0,0,0,0,0,0,0
891e15b1973ffff,0,0,0,0,0,0,0,0,0,0
891e15b1983ffff,0,0,0,0,0,0,0,0,0,0
891e15b1987ffff,0,0,0,0,0,0,0,0,0,0
891e15b198bffff,0,0,0,0,0,0,0,0,0,0
891e15b198fffff,0,0,0,0,0,0,0,0,0,0
891e15b1993ffff,0,0,0,0,0,0,0,0,0,0
891e15b1997ffff,0,0,0,0,0,0,0,0,0,0
891e15b199bffff,0,0,0,0,0,0,0,0,0,0
891e15b19a3ffff,0,0,0,0,1,1,0,0,0,0
891e15b19a7ffff,0,0,0,0,0,0,0,0,1,1
891e15b19abffff,0,0,0,0,0,0,0,0,0,0
891e15b19afffff,1,1,1,1,0,0,0,0,1,1
891e15b19b3ffff,0,0,0,0,0,0,0,0,0,0
891e15b19b7ffff,0,0,0,0,0,0,0,0,0,0
891e15b19bbffff,0,0,0,0,0,0,0,0,0,0
891e15b19c7ffff,0,0,0,0,0,0,0,0,1,1
891e15b19d7ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d0fffff,0,0,0,0,0,0,0,0,0,0
891e15b1d17ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d23ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d27ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d2bffff,0,0,0,0,0,0,0,0,0,0
891e15b1d2fffff,0,0,0,0,0,0,0,0,0,0
891e15b1d37ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d3bffff,0,0,0,0,0,0,0,0,0,0
891e15b1d63ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d67ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d6fffff,0,0,0,0,0,0,0,0,0,0
891e15b1d73ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d77ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d83ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d87ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d8bffff,0,0,0,0,0,0,0,0,0,0
891e15b1d8fffff,0,0,0,0,0,0,0,0,0,0
891e15b1d93ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d97ffff,0,0,0,0,0,0,0,0,0,0
891e15b1d9bffff,0,0,0,0,0,0,0,0,0,0
891e15b1da3ffff,0,0,0,0,0,0,0,0,0,0
891e15b1da7ffff,0,0,0,0,0,0,0,0,0,0
891e15b1dabffff,0,0,0,0,0,0,0,0,0,0
891e15b1dafffff,0,0,0,0,0,0,0,0,0,0
891e15b1db3ffff,0,0,0,0,0,0,0,0,0,0
891e15b1db7ffff,0,0,0,0,0,0,0,0,0,0
891e15b1dbbffff,0,0,0,0,0,0,0,0,0,0
891e15b1dd3ffff,0,0,0,0,0,0,0,0,0,0
891e15b1dd7ffff,0,0,0,0,0,0,0,0,0,0
891e15b2107ffff,0,0,0,0,0,0,0,0,0,0
891e15b210fffff,0,0,0,0,0,0,0,0,0,0
