h3,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
891e066b45bffff,0,0,0,0,0,0,0,0,0,0
891e066b46bffff,0,0,0,0,0,0,0,0,0,0
891e066b473ffff,0,0,0,0,0,0,0,0,0,0
891e066b47bffff,0,0,0,0,0,0,0,0,0,0
891e066b48bffff,0,2,2,2,2,2,0,0,0,0
891e066b48fffff,0,4,6,6,7,6,0,0,0,0
891e066b4c3ffff,0,0,0,0,0,0,0,0,0,0
891e066b4c7ffff,0,0,0,0,0,0,0,0,0,0
891e066b4cbffff,0,0,0,0,0,0,0,0,0,0
891e066b4cfffff,0,0,0,0,0,0,0,0,0,0
891e066b4d3ffff,0,0,0,0,0,0,0,0,0,0
891e066b4d7ffff,0,0,0,0,0,0,0,0,0,0
891e066b4dbffff,0,0,0,0,0,0,0,0,0,0
891e066b603ffff,0,0,0,0,0,0,0,1,0,0
891e066b607ffff,0,0,0,0,0,0,0,0,0,0
891e066b60bffff,0,1,0,1,0,0,0,1,1,0
891e066b60fffff,0,0,0,0,0,0,0,1,0,0
891e066b613ffff,0,0,0,0,0,0,0,0,0,0
891e066b617ffff,0,0,0,0,0,0,0,0,0,0
891e066b61bffff,0,0,0,0,0,0,0,0,0,0
891e066b623ffff,0,0,2,2,0,0,0,0,0,0
891e066b62bffff,0,0,0,0,0,0,0,0,0,0
891e066b633ffff,0,0,1,1,0,0,0,0,0,0
891e066b637ffff,0,0,2,2,0,0,0,0,0,0
891e066b63bffff,0,0,0,0,0,0,0,1,0,1
891e066b643ffff,0,0,0,0,0,0,0,0,0,0
891e066b647ffff,1,1,1,1,2,2,3,1,1,0
891e066b64bffff,0,0,0,0,0,0,0,0,0,0
891e066b64fffff,2,0,0,1,0,1,0,1,0,1
891e066b653ffff,0,3,2,2,0,0,0,0,0,0
891e066b657ffff,0,0,0,1,0,0,0,0,0,0
891e066b65bffff,0,0,0,0,0,0,0,0,0,0
891e066b663ffff,0,0,0,0,0,0,0,0,0,0
891e066b667ffff,0,1,0,0,0,0,0,0,0,0
891e066b66bffff,0,0,0,0,0,0,0,0,0,0
891e066b66fffff,0,0,2,0,0,0,0,0,0,0
891e066b673ffff,0,0,0,0,0,0,0,0,0,0
891e066b677ffff,0,0,1,1,0,2,2,2,1,1
891e066b67bffff,0,0,0,0,0,0,0,0,0,0
891e066b683ffff,0,0,0,0,0,0,0,0,0,0
891e066b687ffff,0,0,0,0,0,0,0,0,1,1
891e066b68bffff,0,0,0,0,0,0,0,0,0,0
891e066b68fffff,0,0,0,0,0,0,0,0,0,0
891e066b693ffff,0,0,0,0,0,0,0,0,0,0
891e066b697ffff,0,0,0,0,0,0,0,0,0,0
891e066b69bffff,0,4,6,4,2,2,0,0,0,0
891e066b6a3ffff,0,0,0,0,0,0,0,0,0,0
891e066b6a7ffff,0,0,0,0,0,0,0,0,0,0
891e066b6abffff,0,0,0,0,0,0,0,0,0,0
891e066b6afffff,0,0,0,0,0,0,0,0,0,0
891e066b6b3ffff,0,0,1,1,1,1,0,0,0,0
891e066b6b7ffff,0,0,0,0,0,0,0,0,0,0
891e066b6bbffff,0,0,0,0,0,0,0,1,0,0
891e066b6c3ffff,0,0,0,0,0,0,0,0,0,0
891e066b6c7ffff,0,0,0,0,0,0,0,0,0,0
891e066b6cbffff,0,0,0,0,2,2,3,3,0,0
891e066b6cfffff,0,1,1,1,1,1,1,1,0,0
891e066b6d3ffff,0,0,0,0,0,0,0,0,0,0
891e066b6d7ffff,0,0,0,0,0,0,0,0,0,0
891e066b6dbffff,0,0,0,0,0,0,0,0,0,0
891e0679043ffff,0,0,0,0,0,0,1,1,1,1
891e0679047ffff,0,0,0,0,0,0,0,0,0,0
891e067904bffff,1,1,1,1,1,1,1,0,0,0
891e067904fffff,0,0,0,0,0,0,0,0,0,0
891e0679053ffff,0,0,0,0,0,1,0,1,3,0
891e067905bffff,1,1,1,1,1,1,1,1,0,0
891e067906bffff,0,0,0,0,0,0,0,0,0,0
891e067906fffff,0,0,0,0,0,0,0,0,0,0
891e067907bffff,0,0,0,0,0,0,0,0,0,0
891e0679103ffff,0,0,0,0,0,0,0,0,0,0
891e0679107ffff,0,0,0,0,0,0,0,0,0,0
891e067910bffff,0,0,0,0,0,0,0,0,0,0
891e067910fffff,0,0,0,0,0,0,0,0,0,0
891e067911bffff,0,0,0,0,0,0,0,0,0,0
891e0679123ffff,0,0,0,0,0,0,0,0,0,0
891e067912bffff,0,0,0,0,0,0,0,0,0,0
891e067912fffff,0,0,0,0,0,0,0,0,0,0
891e067913bffff,0,0,1,1,0,0,0,0,0,0
891e0679143ffff,0,0,1,1,0,0,0,0,0,0
891e0679147ffff,0,0,0,0,0,0,0,0,0,0
891e067914bffff,0,0,0,0,0,0,0,0,0,0
891e067914fffff,0,0,0,1,0,0,0,0,0,0
891e0679153ffff,0,0,0,0,0,0,0,0,0,0
891e0679157ffff,0,0,0,0,0,0,0,0,0,0
891e0679163ffff,0,0,0,0,0,0,0,0,0,0
891e0679167ffff,0,0,0,0,0,0,0,0,0,0
891e067916bffff,0,0,0,0,0,0,0,0,0,1
891e067916fffff,0,0,0,0,0,0,0,0,0,0
891e0679173ffff,0,0,0,0,0,0,0,0,0,0
891e0679177ffff,0,0,0,0,1,1,1,1,0,0
891e067917bffff,0,0,0,0,0,0,0,0,0,0
891e06791c3ffff,0,0,0,0,2,1,2,0,0,0
891e06791c7ffff,0,0,0,0,0,0,0,0,0,0
891e06791cfffff,0,0,0,0,0,0,0,0,0,0
891e0679203ffff,0,0,0,0,0,0,1,0,0,0
891e0679207ffff,0,0,0,0,0,0,0,0,0,0
891e067920bffff,0,0,0,0,0,1,5,6,4,4
891e067920fffff,0,0,0,0,0,0,0,0,0,0
891e0679213ffff,0,0,0,0,0,1,1,1,2,0
891e0679217ffff,0,0,0,1,0,0,0,0,0,0
891e067921bffff,0,0,0,0,0,1,1,1,1,1
891e0679223ffff,1,1,1,1,1,1,1,1,1,1
891e0679227ffff,0,0,0,0,0,0,0,0,0,0
891e067922bffff,4,3,4,4,6,5,5,4,4,1
891e067922fffff,0,0,0,0,0,0,0,0,0,0
891e0679233ffff,0,0,0,0,0,0,0,0,0,0
891e0679237ffff,0,1,0,1,0,0,0,0,0,0
891e067923bffff,0,0,1,2,0,0,0,0,0,1
891e0679243ffff,0,0,0,0,0,0,0,0,0,0
891e0679247ffff,0,0,0,0,0,0,0,0,0,0
891e067924bffff,0,0,0,0,0,1,1,1,1,1
891e067924fffff,0,0,0,0,0,0,1,1,1,1
891e0679253ffff,0,0,0,0,0,0,0,0,0,0
891e0679257ffff,0,0,0,0,0,0,0,1,0,0
891e067925bffff,0,0,0,0,0,0,0,0,0,0
891e0679263ffff,0,0,0,1,0,0,0,0,0,0
891e0679267ffff,3,3,4,2,3,3,4,4,2,2
891e067926bffff,0,0,0,0,1,2,3,3,4,4
891e067926fffff,0,0,0,0,0,0,0,0,3,1
891e0679273ffff,0,0,0,0,0,0,0,0,0,0
891e0679277ffff,2,2,2,2,0,0,0,3,2,1
891e067927bffff,0,0,0,0,0,1,1,3,3,3
891e0679283ffff,0,0,0,0,0,0,0,0,0,0
891e0679287ffff,0,0,0,0,1,1,1,1,1,0
891e067928bffff,0,0,0,0,0,0,0,0,0,0
891e067928fffff,0,0,1,0,0,0,0,0,0,0
891e0679293ffff,0,0,0,0,0,0,0,0,0,0
891e0679297ffff,0,0,0,1,0,0,0,0,0,0
891e067929bffff,0,0,0,0,0,0,0,0,0,0
891e06792a3ffff,0,0,0,0,0,0,0,0,0,0
891e06792a7ffff,0,0,0,0,0,1,1,1,1,0
891e06792abffff,0,0,0,0,0,0,0,0,0,0
891e06792afffff,0,0,0,0,0,0,0,0,0,0
891e06792b3ffff,0,0,0,1,0,0,1,1,0,1
891e06792b7ffff,0,0,0,0,0,0,0,0,0,0
891e06792bbffff,0,0,0,0,1,3,4,4,5,4
891e06792c3ffff,0,0,0,0,0,0,0,0,0,0
891e06792c7ffff,0,0,0,0,0,0,0,0,0,0
891e06792cbffff,0,0,0,0,0,0,0,0,0,0
891e06792cfffff,0,0,0,0,0,0,0,0,0,0
891e06792d3ffff,0,0,0,0,0,0,0,0,0,0
891e06792d7ffff,0,0,0,0,0,0,0,0,0,0
891e06792dbffff,0,0,0,0,0,0,0,0,0,0
891e0679303ffff,0,0,0,0,0,0,0,0,0,0
891e0679307ffff,0,0,0,0,0,0,0,0,0,0
891e067930bffff,0,0,0,0,0,0,0,0,0,0
891e067930fffff,0,0,0,0,0,0,0,0,0,0
891e0679313ffff,0,0,0,0,0,0,0,0,0,0
891e0679317ffff,0,0,0,0,0,0,0,0,0,0
891e067931bffff,0,0,0,0,0,0,0,0,0,0
891e0679323ffff,0,0,0,0,0,0,0,0,0,0
891e0679327ffff,0,0,0,0,0,0,0,0,0,0
891e067932bffff,0,0,0,0,0,0,0,0,0,0
891e067932fffff,0,0,0,0,0,0,0,0,0,0
891e0679333ffff,0,0,0,0,0,0,0,0,0,0
891e0679337ffff,0,0,0,0,0,0,0,0,0,0
891e067933bffff,0,0,0,0,0,0,0,0,0,0
891e0679343ffff,0,0,0,0,0,0,0,0,0,0
891e0679347ffff,0,0,0,0,0,0,0,0,0,0
891e067934bffff,0,0,0,0,0,0,0,0,0,0
891e067934fffff,0,0,0,0,0,0,0,0,0,0
891e0679353ffff,0,0,0,0,0,0,0,0,0,0
891e0679357ffff,0,0,0,0,0,0,0,0,0,0
891e067935bffff,0,0,0,0,0,0,0,0,0,0
891e0679363ffff,0,0,0,0,0,0,0,0,0,0
891e0679367ffff,0,0,0,0,0,0,0,0,0,0
891e067936bffff,0,0,0,0,0,0,0,0,0,0
891e067936fffff,0,0,0,0,0,0,0,0,0,0
891e0679373ffff,0,0,0,0,0,0,0,0,0,0
891e0679377ffff,0,0,0,0,0,0,0,0,0,0
891e067937bffff,0,0,0,0,0,0,0,0,0,0
891e06793a3ffff,0,0,0,0,0,0,0,0,0,0
891e06793a7ffff,0,0,0,0,0,0,0,0,3,5
891e06793abffff,0,0,0,0,0,0,0,0,0,0
891e06793afffff,0,0,0,0,0,0,0,0,0,0
891e06793b3ffff,0,0,0,0,0,0,0,0,0,0
891e06793b7ffff,0,0,0,0,0,0,0,0,3,7
891e06793bbffff,0,0,0,0,0,0,0,0,0,0
891e06793c3ffff,0,0,0,0,0,0,0,0,0,0
891e06793c7ffff,0,0,0,0,0,0,0,0,0,0
891e06793cbffff,0,0,0,0,0,0,0,0,0,0
891e06793cfffff,0,0,0,0,0,0,0,0,0,0
891e06793d3ffff,0,0,0,0,0,0,0,0,0,0
891e06793d7ffff,0,0,0,0,0,0,0,0,0,0
891e06793dbffff,0,0,0,0,1,0,1,0,0,0
891e0679443ffff,0,0,0,0,0,0,0,0,0,0
891e0679447ffff,0,0,0,0,0,0,0,0,0,0
891e067944bffff,0,0,0,0,0,0,0,0,0,0
891e067944fffff,0,0,0,0,0,0,0,0,0,0
891e0679453ffff,0,0,0,0,0,0,0,0,0,0
891e0679457ffff,0,0,0,0,0,0,0,0,0,0
891e067945bffff,0,0,0,0,0,0,0,0,0,0
891e067949bffff,0,0,0,0,0,0,0,0,0,0
891e06794c3ffff,0,0,0,0,0,0,0,0,0,0
891e06794c7ffff,0,0,0,0,0,0,0,0,0,0
891e06794cbffff,0,0,0,0,0,0,0,0,0,0
891e06794cfffff,0,0,0,0,0,0,0,0,0,0
891e06794d3ffff,0,0,0,0,0,0,0,0,0,0
891e06794d7ffff,0,0,0,0,0,0,0,0,0,0
891e06794dbffff,0,0,0,0,0,0,0,0,0,0
891e0679603ffff,0,0,0,0,0,1,0,0,0,0
891e0679607ffff,0,0,0,0,0,0,0,0,0,0
891e067960bffff,0,0,0,0,0,1,1,1,3,1
891e067960fffff,0,0,1,1,0,0,0,0,0,0
891e0679613ffff,0,0,0,0,0,0,0,0,0,0
891e0679617ffff,0,0,0,0,0,0,0,1,0,0
891e067961bffff,0,0,0,0,0,0,0,1,0,0
891e0679623ffff,0,0,0,0,0,0,0,0,0,0
891e0679627ffff,0,0,0,0,0,0,0,0,1,0
891e067962bffff,0,0,0,0,0,0,0,0,0,0
891e067962fffff,0,0,0,0,0,0,0,0,0,0
891e0679633ffff,0,0,0,0,0,0,0,0,0,0
891e0679637ffff,0,0,0,0,0,0,0,0,0,0
891e067963bffff,0,0,0,0,0,0,0,0,0,0
891e0679643ffff,0,0,0,0,0,0,0,0,0,0
891e0679647ffff,0,0,0,0,0,0,0,0,0,0
891e067964bffff,0,0,0,0,0,0,0,1,2,1
891e067964fffff,0,0,0,0,0,0,0,0,0,0
891e0679653ffff,0,0,0,0,0,0,1,0,0,0
891e0679657ffff,0,0,0,0,0,0,0,1,1,1
891e067965bffff,0,0,0,0,0,0,0,0,0,0
891e0679663ffff,0,0,0,0,0,0,1,0,0,0
891e0679667ffff,0,0,0,0,0,0,0,0,0,0
891e067966bffff,0,0,0,0,1,0,0,0,0,0
891e067966fffff,0,0,0,0,0,0,0,0,0,0
891e0679673ffff,0,0,0,1,0,1,1,1,1,1
891e0679677ffff,0,0,0,0,0,0,0,0,0,1
891e067967bffff,1,1,1,0,0,0,0,0,0,0
891e0679683ffff,0,0,0,0,0,0,0,0,0,0
891e0679687ffff,0,0,0,0,0,0,0,0,0,1
891e067968bffff,0,0,0,0,0,0,0,0,0,0
891e067968fffff,0,0,0,0,0,0,0,0,0,0
891e0679693ffff,0,0,0,0,0,0,0,0,1,0
891e0679697ffff,0,0,0,0,0,0,0,0,0,0
891e067969bffff,0,0,0,0,0,0,1,0,0,0
891e06796a3ffff,0,0,0,0,1,1,1,1,1,0
891e06796abffff,0,0,0,0,0,0,0,0,0,0
891e06796afffff,0,0,0,0,0,0,0,0,0,0
891e06796b3ffff,0,0,0,0,0,0,0,0,0,0
891e06796b7ffff,0,0,0,0,0,0,0,0,0,0
891e06796bbffff,0,0,0,0,0,0,0,0,0,0
891e06796c3ffff,1,0,0,0,0,0,1,0,0,0
891e06796c7ffff,0,0,0,0,0,0,0,0,0,0
891e06796cbffff,0,1,1,1,1,1,0,0,0,0
891e06796cfffff,1,1,0,0,0,0,0,0,0,0
891e06796d3ffff,0,0,0,0,0,0,0,3,2,2
891e06796d7ffff,0,0,0,0,0,0,0,0,0,0
891e06796dbffff,0,0,0,0,0,0,0,0,0,0
891e0679a03ffff,0,0,0,0,0,0,0,0,0,0
891e0679a07ffff,0,0,0,0,0,0,0,0,0,0
891e0679a0bffff,0,0,0,0,0,0,0,0,0,0
891e0679a0fffff,1,1,1,1,1,0,0,0,0,0
891e0679a13ffff,0,0,0,0,0,0,0,0,0,0
891e0679a17ffff,0,0,0,0,0,0,0,0,0,0
891e0679a1bffff,0,0,0,0,0,0,0,0,0,0
891e0679a23ffff,0,0,0,0,0,0,0,0,0,0
891e0679a2bffff,0,0,0,0,0,0,0,0,0,0
891e0679a33ffff,0,0,0,0,0,0,0,0,0,0
891e0679a3bffff,0,0,0,0,0,0,0,0,0,0
891e0679a43ffff,0,0,0,0,0,0,0,0,0,0
891e0679a47ffff,0,0,0,0,0,0,0,0,0,0
891e0679a4bffff,0,0,0,0,0,0,0,0,0,0
891e0679a4fffff,0,0,0,0,0,0,0,0,0,0
891e0679a53ffff,0,0,0,0,0,0,0,0,0,0
891e0679a57ffff,0,0,0,0,0,0,0,0,0,0
891e0679a5bffff,0,0,0,0,0,0,0,0,0,0
891e0679a63ffff,0,2,0,0,0,0,0,0,0,0
891e0679a67ffff,0,0,0,0,0,0,0,0,0,0
891e0679a6bffff,0,0,0,0,0,0,0,0,0,0
891e0679a6fffff,0,0,0,0,0,0,0,0,0,0
891e0679a73ffff,0,0,0,0,0,0,0,0,0,0
891e0679a77ffff,0,3,1,1,1,1,0,0,0,1
891e0679a7bffff,0,0,0,0,0,0,0,0,0,0
891e0679a83ffff,0,0,0,0,0,0,0,0,0,0
891e0679a8bffff,0,0,0,0,0,0,0,0,0,0
891e0679a8fffff,0,0,0,0,0,0,0,0,0,0
891e0679a9bffff,0,0,0,0,0,0,0,0,0,0
891e0679aa3ffff,1,0,0,0,0,0,0,0,0,0
891e0679aa7ffff,0,0,0,0,0,0,0,0,0,0
891e0679aabffff,0,0,0,0,0,0,0,0,0,0
891e0679aafffff,0,0,0,0,0,0,0,0,0,0
891e0679ab3ffff,0,0,0,0,0,0,0,0,0,0
891e0679ab7ffff,0,0,0,0,0,0,0,0,0,0
891e0679abbffff,0,0,0,0,0,0,0,0,0,0
891e0679ac3ffff,0,0,0,0,0,0,0,0,0,0
891e0679ac7ffff,0,0,0,0,0,0,0,0,0,0
891e0679acbffff,0,0,0,0,0,0,0,0,0,0
891e0679acfffff,0,0,0,0,0,0,0,0,0,0
891e0679ad3ffff,0,0,0,0,0,0,0,0,0,0
891e0679ad7ffff,0,0,0,0,0,0,0,0,0,0
891e0679adbffff,0,0,0,0,0,0,0,0,0,0
891e0679e0bffff,0,0,0,0,0,0,0,0,0,0
891e0679e1bffff,0,0,0,0,0,0,0,0,0,0
891e0679e43ffff,0,0,0,0,0,0,0,0,0,0
891e0679e47ffff,0,0,0,0,0,0,0,0,0,0
891e0679e4bffff,0,0,0,0,0,0,0,0,0,0
891e0679e4fffff,0,0,0,0,0,0,0,0,0,0
891e0679e53ffff,0,0,0,0,0,0,0,0,0,0
891e0679e57ffff,0,0,0,0,0,0,0,0,0,0
891e0679e5bffff,0,0,0,0,0,0,0,0,0,0
891e0679e63ffff,0,0,0,0,0,0,0,0,0,0
891e0679e67ffff,0,0,0,0,0,0,0,0,0,0
891e0679e6bffff,0,0,0,0,0,0,0,0,0,0
891e0679e6fffff,0,0,0,0,0,0,0,0,0,0
891e0679e73ffff,0,0,0,0,0,0,0,0,0,0
891e0679e7bffff,0,0,0,0,0,0,0,0,0,0
891e0679e83ffff,0,0,0,0,0,0,0,0,0,0
891e0679e8bffff,0,0,0,0,0,0,0,0,0,0
891e0679e93ffff,0,0,0,0,0,0,0,0,0,0
891e0679e97ffff,0,0,0,0,0,0,0,0,0,0
891e0679e9bffff,0,0,0,0,0,0,0,0,0,0
891e0679ec3ffff,0,0,0,0,0,0,0,0,0,0
891e0679ec7ffff,0,0,0,0,0,0,0,0,0,0
891e0679ecbffff,0,0,0,0,0,0,0,0,0,0
891e0679ecfffff,0,0,0,0,0,0,0,0,0,0
891e0679ed3ffff,0,0,0,0,0,0,0,0,0,0
891e0679ed7ffff,0,0,0,0,0,0,0,0,0,0
891e0679edbffff,0,0,0,0,0,0,0,0,0,0
891e067b243ffff,0,0,0,0,0,0,0,0,0,0
891e067b247ffff,0,0,0,0,0,0,0,0,0,0
891e067b24bffff,0,0,0,0,0,0,0,0,0,0
891e067b24fffff,0,0,0,0,0,0,0,0,0,0
891e067b253ffff,0,0,0,0,0,0,0,0,0,0
891e067b257ffff,0,0,0,0,0,0,0,0,0,0
891e067b25bffff,0,0,0,0,0,0,0,0,0,0
891e067b263ffff,0,0,0,0,0,0,0,0,0,0
891e067b267ffff,0,0,0,0,0,0,0,0,0,0
891e067b26bffff,0,0,0,0,0,0,0,0,0,0
891e067b26fffff,0,0,0,0,0,0,0,0,0,0
891e067b273ffff,0,0,0,0,0,0,0,0,0,0
891e067b27bffff,0,0,0,0,0,0,0,0,0,0
891e15a2113ffff,0,0,0,0,0,0,0,0,0,0
891e15a2183ffff,0,0,0,0,0,0,0,0,1,0
891e15a2187ffff,2,2,2,2,5,3,3,3,3,1
891e15a218bffff,0,0,0,0,0,0,0,0,0,0
891e15a2193ffff,0,0,1,1,0,0,1,3,1,1
891e15a2197ffff,1,0,0,0,0,0,0,0,0,0
891e15a219bffff,0,0,1,1,1,1,1,1,1,1
891e15a21c7ffff,0,0,0,0,0,0,0,0,0,0
891e15a21d7ffff,0,0,0,0,0,0,0,0,0,0
891e15a2403ffff,0,0,1,1,0,2,0,1,0,0
891e15a2407ffff,0,3,3,2,2,2,0,0,0,0
891e15a240bffff,0,0,0,0,0,0,0,0,0,0
891e15a2413ffff,0,0,0,1,1,1,1,0,0,0
891e15a2417ffff,0,0,0,0,1,0,1,2,2,1
891e15a241bffff,0,0,0,0,1,1,0,0,0,0
891e15a2423ffff,0,2,1,1,0,1,0,0,2,3
891e15a2427ffff,0,0,0,2,0,0,0,0,0,0
891e15a2433ffff,0,0,0,0,1,1,1,1,1,0
891e15a2437ffff,2,1,1,1,0,0,0,0,0,0
891e15a2447ffff,0,0,0,0,0,0,0,0,0,0
891e15a2453ffff,0,0,0,0,0,0,0,0,0,0
891e15a2457ffff,0,0,1,1,0,0,0,1,0,0
891e15a2483ffff,0,0,1,1,1,1,1,1,1,0
891e15a2487ffff,0,0,0,0,0,0,0,0,0,1
891e15a248bffff,0,0,0,0,1,1,2,3,1,2
891e15a248fffff,1,1,1,1,0,0,0,0,0,0
891e15a2493ffff,0,1,1,1,1,1,1,1,1,1
891e15a2497ffff,0,0,0,0,0,0,0,0,0,0
891e15a249bffff,0,0,0,0,0,0,0,0,0,0
891e15a24a3ffff,0,1,1,1,1,0,1,2,2,3
891e15a24a7ffff,0,0,0,0,0,0,0,0,0,0
891e15a24abffff,1,1,1,0,0,0,0,6,4,6
891e15a24afffff,0,1,0,0,0,0,1,1,1,1
891e15a24b3ffff,0,0,0,0,1,1,2,1,1,0
891e15a24b7ffff,0,1,1,1,1,1,1,1,1,0
891e15a24bbffff,0,0,0,0,0,0,0,0,3,0
891e15a24c3ffff,0,0,0,0,0,1,0,0,0,0
891e15a24c7ffff,0,0,0,0,0,0,0,0,0,0
891e15a24cbffff,0,0,0,0,0,0,0,0,0,0
891e15a24cfffff,1,1,1,1,1,1,0,0,0,0
891e15a24d3ffff,0,0,0,0,0,0,0,0,0,0
891e15a24d7ffff,0,0,0,0,0,0,0,0,0,0
891e15a24dbffff,0,0,0,0,0,0,0,0,1,0
891e15a2503ffff,0,0,1,0,0,0,0,0,0,0
891e15a2507ffff,0,0,0,0,0,0,0,0,0,0
891e15a250bffff,0,0,0,0,0,0,0,0,0,0
891e15a250fffff,0,0,0,0,0,0,0,0,0,0
891e15a2513ffff,0,0,0,0,0,0,0,0,0,0
891e15a2517ffff,0,0,0,0,0,0,0,0,0,0
891e15a251bffff,0,0,0,0,0,0,0,0,0,0
891e15a2523ffff,0,0,0,0,0,0,0,3,3,1
891e15a2527ffff,0,0,0,0,0,0,0,1,2,0
891e15a252bffff,0,0,0,0,0,0,1,1,1,1
891e15a252fffff,1,0,0,0,0,0,0,4,2,0
891e15a2533ffff,0,0,0,0,0,0,0,0,0,0
891e15a2537ffff,0,0,0,0,0,0,0,0,0,0
891e15a253bffff,0,0,0,0,0,0,0,0,0,0
891e15a2543ffff,0,0,0,0,0,0,0,0,0,0
891e15a2547ffff,0,0,0,0,0,0,0,0,0,0
891e15a2553ffff,1,0,0,0,0,0,0,0,0,1
891e15a2557ffff,0,0,0,0,0,0,0,0,1,0
891e15a255bffff,0,0,0,0,0,0,0,0,0,0
891e15a2563ffff,0,0,0,0,0,0,0,0,0,0
891e15a2567ffff,0,0,0,0,0,0,0,0,0,0
891e15a256fffff,0,0,0,0,0,0,0,0,0,0
891e15a2573ffff,0,0,0,0,0,0,0,0,0,0
891e15a2577ffff,0,0,0,0,0,0,0,0,0,0
891e15a2583ffff,0,0,0,0,0,1,0,2,4,2
891e15a2587ffff,0,0,0,0,0,0,0,5,8,14
891e15a258bffff,0,0,0,1,0,0,1,1,1,1
891e15a258fffff,0,0,0,0,1,0,0,0,0,0
891e15a2593ffff,0,0,0,0,1,1,1,0,0,0
891e15a2597ffff,0,0,1,0,1,0,0,0,8,7
891e15a259bffff,0,0,0,1,0,2,3,0,0,0
891e15a25a3ffff,0,0,0,0,0,0,0,1,0,0
891e15a25a7ffff,1,0,0,0,0,0,17,6,12,15
891e15a25abffff,0,0,0,0,0,0,0,0,0,0
891e15a25afffff,0,0,0,0,0,0,0,0,0,0
891e15a25b3ffff,0,0,1,0,0,0,1,1,1,0
891e15a25b7ffff,0,0,1,1,0,0,1,1,1,1
891e15a25bbffff,0,0,0,0,1,1,1,0,0,0
891e15a25c3ffff,0,0,0,0,0,0,0,0,0,0
891e15a25c7ffff,1,1,0,0,0,0,0,0,0,0
891e15a25cbffff,0,0,0,1,0,0,0,0,0,0
891e15a25cfffff,0,1,0,1,1,1,1,1,8,1
891e15a25d3ffff,0,0,1,0,0,1,0,0,0,0
891e15a25d7ffff,0,2,1,1,1,2,2,2,1,0
891e15a25dbffff,0,0,0,0,0,0,0,0,0,0
891e15a2d83ffff,0,0,0,0,0,0,0,0,0,0
891e15a2d87ffff,0,0,0,0,0,0,0,0,0,0
891e15a2d8fffff,0,0,0,0,0,0,0,0,0,0
891e15a2d93ffff,0,0,0,0,0,0,0,0,0,0
891e15a2d97ffff,0,0,0,0,0,0,0,0,0,0
891e15a2d9bffff,0,0,0,0,0,0,0,0,0,0
891e15a2da3ffff,0,0,0,0,1,0,1,0,0,0
891e15a2da7ffff,0,0,0,0,0,0,0,0,0,0
891e15a2dafffff,0,0,0,0,0,0,0,0,0,0
891e15a2db3ffff,0,0,0,0,0,0,0,0,0,0
891e15a2db7ffff,0,0,0,0,0,0,0,0,0,0
891e15a2dbbffff,0,0,0,0,0,0,0,0,0,0
891e15a6527ffff,0,0,0,0,0,0,0,0,0,0
891e15a6533ffff,0,0,0,0,0,0,0,0,0,0
891e15a6537ffff,0,0,0,0,0,0,0,0,0,0
891e15a6583ffff,0,0,0,0,0,0,0,0,0,0
891e15a6587ffff,0,0,0,0,0,0,0,0,0,0
891e15a658fffff,0,0,0,0,0,0,0,0,0,0
891e15a6593ffff,0,0,0,0,0,0,0,0,0,0
891e15a6597ffff,0,0,0,0,0,0,0,0,0,0
891e15a65a3ffff,0,0,0,0,0,0,0,0,0,0
891e15a65a7ffff,0,0,0,0,0,0,0,0,0,0
891e15a65abffff,0,0,0,0,0,0,0,0,0,0
891e15a65afffff,0,0,0,0,0,0,0,0,0,0
891e15a65b3ffff,0,0,0,0,0,0,0,0,0,0
891e15a65b7ffff,0,0,0,0,0,0,0,0,0,0
891e15a65bbffff,0,0,0,0,0,0,0,0,0,0
891e15b0103ffff,0,0,0,0,0,0,0,0,0,0
891e15b0107ffff,0,0,0,0,0,0,0,0,0,0
891e15b010bffff,0,0,0,0,0,0,0,0,0,0
891e15b010fffff,0,0,0,0,0,0,0,0,0,0
891e15b0113ffff,0,0,0,0,0,0,0,0,0,0
891e15b0117ffff,0,0,0,0,0,0,0,0,0,0
891e15b011bffff,0,0,0,0,0,0,0,0,0,0
891e15b0123ffff,0,0,0,0,0,0,0,0,0,0
891e15b0127ffff,0,0,0,0,0,0,0,0,0,0
891e15b012bffff,0,0,0,0,0,0,0,0,0,0
891e15b012fffff,0,0,0,0,0,0,0,0,0,0
891e15b0133ffff,0,0,0,0,0,0,0,0,0,0
891e15b0137ffff,0,0,0,0,0,0,0,0,0,0
891e15b013bffff,0,0,0,0,0,0,0,0,0,0
891e15b0143ffff,0,0,0,0,0,0,0,0,0,0
891e15b0147ffff,0,0,0,0,0,0,0,0,0,0
891e15b014bffff,0,0,0,0,0,0,0,0,0,0
891e15b014fffff,0,0,0,0,0,0,0,0,0,0
891e15b0153ffff,0,0,0,0,0,0,0,0,0,0
891e15b0157ffff,0,0,0,0,0,0,0,0,0,0
891e15b015bffff,0,0,0,0,0,0,0,0,0,0
891e15b0163ffff,0,0,0,0,0,0,0,0,0,0
891e15b0167ffff,0,0,0,0,0,0,0,0,0,0
891e15b016bffff,0,0,0,0,0,0,0,0,0,0
891e15b016fffff,0,0,0,0,0,0,0,0,0,0
891e15b0173ffff,0,0,0,0,0,0,0,0,0,0
891e15b0177ffff,0,0,0,0,0,0,0,0,0,0
891e15b017bffff,0,0,0,0,0,0,0,0,0,0
